"","X","v","a","f","h","l","n","s","w","word_tokens","word_types","tokens_in_cmu","types_in_cmu","year","month","day","consonants","vowelRatio","tokenCoverage","typeCoverage","dayOfYear","date","humidity"
"480",480,9382,134,3532,329,1785,2471,4656,864,6298,1305,6080,1207,2001,11,2,13771,0.681286762036163,0.965385836773579,0.924904214559387,306,"2001-11-02",0.0096000005
"481",481,9851,153,3866,275,2000,2529,4786,935,6580,1347,6374,1273,2001,11,5,14544,0.67732398239824,0.968693009118541,0.945063103192279,309,"2001-11-05",0.0104
"482",482,10018,210,3923,300,1915,2656,4935,1004,6820,1319,6598,1238,2001,11,6,14943,0.670414240781637,0.967448680351906,0.938589840788476,310,"2001-11-06",0.0104
"483",483,11011,206,4286,378,2165,2884,5559,1094,7618,1528,7367,1426,2001,11,7,16572,0.664433985034999,0.967051719611447,0.933246073298429,311,"2001-11-07",0.0097000003
"484",484,11257,237,4174,381,2265,2937,5625,1057,7527,1451,7307,1369,2001,11,8,16676,0.675041976493164,0.970771887870333,0.943487250172295,312,"2001-11-08",0.0103
"485",485,10446,269,4243,331,2157,2681,5172,899,6716,1434,6482,1353,2001,11,9,15752,0.663153885220924,0.965157832042883,0.943514644351464,313,"2001-11-09",0.0106
"486",486,10857,245,4271,419,2088,2858,5198,1094,7660,1437,7335,1312,2001,11,12,16173,0.671304025227231,0.95757180156658,0.913013221990257,316,"2001-11-12",0.0111
"487",487,10526,207,3958,370,1991,2674,5012,982,7228,1391,6969,1293,2001,11,13,15194,0.692773463209162,0.964167127836193,0.929547088425593,317,"2001-11-13",0.0088999998
"488",488,9414,142,3410,374,1676,2548,4589,1097,7156,1250,6737,1089,2001,11,14,13836,0.680398959236774,0.941447736165456,0.8712,318,"2001-11-14",0.0093999999
"489",489,10130,199,3884,372,2062,2501,5131,1038,7110,1409,6807,1308,2001,11,15,15187,0.667017844208863,0.957383966244726,0.928317955997161,319,"2001-11-15",0.0103
"490",490,10877,190,4298,317,2201,2913,5434,922,7323,1500,7103,1424,2001,11,16,16275,0.668325652841782,0.969957667622559,0.949333333333333,320,"2001-11-16",0.0103
"491",491,10725,210,4173,293,2221,2945,5287,905,7090,1373,6806,1241,2001,11,19,16034,0.668891106398902,0.959943582510578,0.903860160233066,323,"2001-11-19",0.0103
"492",492,10083,165,3662,344,1948,2724,4913,1081,7110,1322,6872,1231,2001,11,20,14837,0.67958482172946,0.966526019690577,0.931164901664145,324,"2001-11-20",0.0106
"493",493,10020,180,3917,312,2043,2596,5057,932,6878,1517,6602,1408,2001,11,21,15037,0.666356321074682,0.959872055830183,0.928147659854977,325,"2001-11-21",0.0108
"494",494,631,9,269,27,124,164,333,66,413,230,400,224,2001,11,22,992,0.636088709677419,0.968523002421308,0.973913043478261,326,"2001-11-22",0.011
"495",495,10380,178,4121,266,2152,2643,5292,933,6905,1371,6669,1269,2001,11,23,15585,0.666025024061598,0.965821868211441,0.925601750547046,327,"2001-11-23",0.0088999998
"496",496,12430,231,5020,425,2270,3348,6154,1216,8532,1401,8246,1298,2001,11,26,18664,0.665987998285469,0.966479137365213,0.926481084939329,330,"2001-11-26",0.0076000001
"497",497,7435,140,3019,230,1360,2028,3653,709,4974,1064,4808,996,2001,11,26,11139,0.667474638656971,0.966626457579413,0.93609022556391,330,"2001-11-26",0.0076000001
"498",498,9811,227,3629,308,2044,2489,4880,1066,6769,1298,6549,1208,2001,11,27,14643,0.670012975483166,0.967498892007682,0.930662557781202,331,"2001-11-27",0.0065000001
"499",499,3803,95,1349,126,776,938,1888,496,2767,662,2665,623,2001,11,27,5668,0.670959774170783,0.963136971449223,0.941087613293051,331,"2001-11-27",0.0065000001
"500",500,9882,194,3740,283,1932,2627,4816,899,6489,1384,6308,1310,2001,11,28,14491,0.681940514802291,0.972106642009555,0.946531791907514,332,"2001-11-28",0.0065000001
"501",501,9691,203,3663,365,1933,2653,4844,845,6499,1339,6318,1257,2001,11,29,14506,0.668068385495657,0.972149561470996,0.938760268857356,333,"2001-11-29",0.0089999996
"502",502,10015,196,3865,328,2213,2663,5010,891,6514,1434,6315,1358,2001,11,30,15166,0.660358697085586,0.969450414491864,0.947001394700139,334,"2001-11-30",0.0077
"503",503,9820,168,3780,426,1955,2656,4679,901,6752,1344,6566,1262,2001,12,3,14565,0.674219018194301,0.972452606635071,0.938988095238095,337,"2001-12-03",0.0083999997
"504",504,9845,271,3767,329,1989,2534,4901,949,6947,1369,6711,1272,2001,12,4,14740,0.667910447761194,0.966028501511444,0.929145361577794,338,"2001-12-04",0.0074
"505",505,9949,199,3850,323,1966,2592,5014,935,6554,1343,6307,1233,2001,12,5,14879,0.668660528261308,0.96231309124199,0.918093819806404,339,"2001-12-05",0.0077
"506",506,11007,213,4132,436,2269,2871,5607,1029,7331,1432,7113,1328,2001,12,6,16557,0.664794346801957,0.970263265584504,0.927374301675978,340,"2001-12-06",0.0082999999
"507",507,9427,181,3446,539,1768,2531,4660,989,6942,1292,6630,1187,2001,12,7,14114,0.667918378914553,0.955056179775281,0.918730650154799,341,"2001-12-07",0.0083999997
"508",508,9777,202,3850,455,1951,2554,4856,899,6843,1416,6650,1342,2001,12,10,14767,0.662084377327826,0.971795995908227,0.94774011299435,344,"2001-12-10",0.0077
"509",509,10147,165,4046,353,2171,2509,5041,913,6903,1473,6708,1384,2001,12,11,15198,0.667653638636663,0.971751412429379,0.939579090291921,345,"2001-12-11",0.0073000002
"510",510,9485,164,3578,404,1858,2514,4650,846,6410,1336,6225,1257,2001,12,12,14014,0.676823176823177,0.971138845553822,0.940868263473054,346,"2001-12-12",0.0077
"511",511,9300,174,3706,275,1871,2356,4341,835,6252,1311,6091,1244,2001,12,13,13558,0.685941879333235,0.97424824056302,0.948893974065599,347,"2001-12-13",0.0077999998
"512",512,8922,152,3298,272,1743,2347,4359,971,6448,1335,6167,1229,2001,12,14,13142,0.678892101658804,0.956420595533499,0.92059925093633,348,"2001-12-14",0.0077
"513",513,10140,197,3859,411,1941,2639,5094,978,7166,1380,6938,1297,2001,12,17,15119,0.670679277730009,0.968183086798772,0.939855072463768,351,"2001-12-17",0.0078999996
"514",514,9165,176,3486,387,2096,2213,4298,960,6650,1179,6362,1069,2001,12,18,13616,0.673105170387779,0.956691729323308,0.906700593723495,352,"2001-12-18",0.0083999997
"515",515,10125,195,3765,501,1909,2688,5036,986,6971,1358,6674,1264,2001,12,19,15080,0.671419098143236,0.957394921818964,0.930780559646539,353,"2001-12-19",0.0078999996
"516",516,9597,201,3822,349,1932,2565,4558,892,6599,1364,6420,1293,2001,12,20,14319,0.670228367902787,0.972874677981512,0.947947214076246,354,"2001-12-20",0.0085000005
"517",517,11839,273,4455,478,2235,3293,5814,1128,8037,1507,7783,1422,2001,12,21,17676,0.669778230368862,0.968396167724275,0.943596549435965,355,"2001-12-21",0.0078999996
"518",518,10421,257,3958,433,1963,2758,5204,1150,7613,1353,7341,1253,2001,12,24,15723,0.662786999936399,0.964271640614738,0.926090169992609,358,"2001-12-24",0.0074999998
"519",519,9478,186,3637,360,1769,2386,4883,965,6792,1241,6556,1168,2001,12,25,14186,0.668123502044269,0.965253239104829,0.941176470588235,359,"2001-12-25",0.0080000004
"520",520,9703,249,3452,278,1984,2494,4708,1013,6767,1219,6514,1165,2001,12,26,14178,0.684370150938073,0.962612679178366,0.955701394585726,360,"2001-12-26",0.0083999997
"521",521,11134,176,4314,544,2181,2890,5490,1082,8112,1358,7797,1254,2001,12,27,16677,0.667626071835462,0.961168639053254,0.923416789396171,361,"2001-12-27",0.0088999998
"522",522,8892,156,3274,484,1577,2289,4503,1001,6508,1218,6203,1127,2001,12,28,13284,0.669376693766938,0.953134603564843,0.925287356321839,362,"2001-12-28",0.0091000004
"523",523,9609,168,3538,477,1790,2521,4907,996,6867,1494,6576,1350,2001,12,31,14397,0.667430714732236,0.957623416339013,0.903614457831325,365,"2001-12-31",0.0096000005
"524",524,8925,139,3158,513,1605,2359,4521,1179,6929,1244,6424,1064,2002,1,1,13474,0.662386819058928,0.927117910232357,0.855305466237942,1,"2002-01-01",0.0093999999
"525",525,12356,229,4765,436,2467,3251,5968,1219,8412,1511,8150,1394,2002,1,2,18335,0.67390237251159,0.968854018069425,0.922567835870285,2,"2002-01-02",0.0093
"526",526,9380,195,3398,311,1856,2492,4744,928,6455,1520,6132,1383,2002,1,3,13924,0.673656995116346,0.949961270333075,0.909868421052632,3,"2002-01-03",0.0089999996
"527",527,10574,224,3606,368,1898,2678,5516,1229,7643,1402,7232,1265,2002,1,4,15519,0.681358334944262,0.946225304199921,0.90228245363766,4,"2002-01-04",0.0083999997
"528",528,10387,198,3939,411,2091,2709,5014,1029,7153,1389,6841,1286,2002,1,7,15391,0.674874926905334,0.956381937648539,0.925845932325414,7,"2002-01-07",0.0089999996
"529",529,10469,255,3730,366,2024,2654,5281,1122,7775,1377,7380,1230,2002,1,8,15432,0.678395541731467,0.9491961414791,0.893246187363834,8,"2002-01-08",0.0089999996
"530",530,10815,209,4066,400,2111,2918,5388,1002,7086,1456,6888,1378,2002,1,9,16094,0.671989561327203,0.972057578323455,0.946428571428571,9,"2002-01-09",0.0091000004
"531",531,12894,288,4840,392,2625,3305,6515,1188,8563,1465,8340,1363,2002,1,10,19153,0.673210463112828,0.973957725096345,0.93037542662116,10,"2002-01-10",0.0085000005
"532",532,10510,226,4013,357,2043,2853,5255,1009,7078,1474,6851,1374,2002,1,11,15756,0.667047473978167,0.967928793444476,0.932157394843962,11,"2002-01-11",0.0082
"533",533,10270,159,3858,342,2042,2739,5372,973,7257,1503,7045,1410,2002,1,14,15485,0.663222473361317,0.970786826512333,0.93812375249501,14,"2002-01-14",0.0083999997
"534",534,10149,237,4107,429,2022,2650,5035,925,7052,1401,6791,1315,2002,1,15,15405,0.658812074001947,0.962989222915485,0.938615274803712,15,"2002-01-15",0.0071
"535",535,8969,194,3445,227,1789,2316,4537,931,6123,1307,5879,1215,2002,1,16,13439,0.667385966217725,0.960150253143884,0.929609793420046,16,"2002-01-16",0.0068999999
"536",536,4958,86,1755,159,900,1343,2530,627,3583,811,3410,745,2002,1,17,7400,0.67,0.951716438738487,0.918618988902589,17,"2002-01-17",0.0068999999
"537",537,12346,225,4341,360,2215,3240,6049,1413,8923,1505,8374,1350,2002,1,18,17843,0.691924003811018,0.938473607531099,0.897009966777409,18,"2002-01-18",0.0066999998
"538",538,11389,250,4486,398,2307,2842,5636,1017,7729,1471,7456,1365,2002,1,21,16936,0.672472838923004,0.96467848363307,0.92794017675051,21,"2002-01-21",0.0080000004
"539",539,9420,165,3527,328,1901,2506,4617,1078,6754,1232,6498,1137,2002,1,22,14122,0.667044327998867,0.962096535386438,0.92288961038961,22,"2002-01-22",0.0065000001
"540",540,9685,210,3673,322,2073,2615,4637,989,6561,1380,6341,1298,2002,1,23,14519,0.667056959845719,0.966468526139308,0.940579710144928,23,"2002-01-23",0.0055999998
"541",541,9392,184,3468,523,1803,2369,4861,1016,6868,1312,6646,1203,2002,1,24,14224,0.66029246344207,0.967676179382644,0.916920731707317,24,"2002-01-24",0.0057000001
"542",542,6957,135,2459,219,1317,1871,3371,874,5082,1087,4784,994,2002,1,25,10246,0.678996681631856,0.941361668634396,0.914443422263109,25,"2002-01-25",0.0074
"543",543,9724,162,3378,353,1780,2561,4767,1155,7020,1352,6625,1203,2002,1,28,14156,0.686917208250918,0.943732193732194,0.889792899408284,28,"2002-01-28",0.0063999998
"544",544,16632,329,6390,506,3169,4532,8347,1526,11305,1824,10883,1709,2002,1,29,24799,0.670672204524376,0.962671384343211,0.936951754385965,29,"2002-01-29",0.0055
"545",545,9622,146,3494,353,1813,2483,4896,981,6766,1315,6536,1221,2002,1,30,14166,0.679231963857123,0.966006503103754,0.92851711026616,30,"2002-01-30",0.0057000001
"546",546,3900,66,1430,168,633,1057,1964,440,2924,752,2808,694,2002,1,31,5758,0.677318513372699,0.960328317373461,0.922872340425532,31,"2002-01-31",0.0055
"547",547,10651,209,3841,417,1943,2687,5507,1179,8056,1430,7422,1260,2002,2,1,15783,0.674840017740607,0.921300893743793,0.881118881118881,32,"2002-02-01",0.0060000001
"548",548,11707,221,4305,457,2262,3139,6075,1158,8185,1524,7820,1407,2002,2,4,17617,0.664528580348527,0.955406230910202,0.923228346456693,35,"2002-02-04",0.0076000001
"549",549,11348,262,4023,298,2134,2987,5715,1384,8338,1427,7897,1261,2002,2,5,16803,0.675355591263465,0.947109618613576,0.883672039243168,36,"2002-02-05",0.0074999998
"550",550,11013,242,3972,484,2265,2855,5400,1198,7924,1418,7550,1296,2002,2,6,16416,0.670869883040936,0.952801615345785,0.913963328631876,37,"2002-02-06",0.0077999998
"551",551,9804,179,3443,343,1912,2584,4878,1144,7045,1437,6596,1254,2002,2,7,14483,0.676931574949941,0.936266855926189,0.872651356993737,38,"2002-02-07",0.0082
"552",552,11490,198,3897,438,2194,3150,5897,1344,8529,1492,7932,1270,2002,2,8,17118,0.671223273746933,0.930003517411185,0.851206434316354,39,"2002-02-08",0.0082999999
"553",553,10207,167,3576,464,1763,2878,5158,1106,7781,1333,7317,1166,2002,2,11,15112,0.675423504499735,0.940367562010024,0.874718679669917,42,"2002-02-11",0.0073000002
"554",554,10146,185,3768,319,1965,2721,5124,972,7015,1478,6674,1347,2002,2,12,15054,0.673973694699083,0.951389878831076,0.911366711772666,43,"2002-02-12",0.0077999998
"555",555,9871,226,3673,336,1780,2636,5094,1016,7131,1215,6877,1116,2002,2,13,14761,0.668721631325791,0.964380872247932,0.918518518518519,44,"2002-02-13",0.0080000004
"556",556,9241,214,3582,436,1902,2342,4357,926,6529,1269,6230,1177,2002,2,14,13759,0.671633112871575,0.9542043191913,0.927501970055162,45,"2002-02-14",0.0080000004
"557",557,11489,245,4150,392,2172,2952,5871,1230,8153,1524,7751,1363,2002,2,15,17012,0.675346814013637,0.950692996443027,0.894356955380577,46,"2002-02-15",0.0080000004
"558",558,9307,223,3314,354,1741,2404,4719,1074,6745,1319,6451,1184,2002,2,18,13829,0.673006001880107,0.956412157153447,0.89764973464746,49,"2002-02-18",0.0070000002
"559",559,10945,192,4236,360,2092,2858,5458,1051,7233,1379,6982,1289,2002,2,19,16247,0.673662830060934,0.965297939997235,0.934735315445975,50,"2002-02-19",0.0077999998
"560",560,11026,192,3975,365,2224,2899,5732,1142,7800,1402,7511,1301,2002,2,20,16529,0.667069998185008,0.962948717948718,0.927960057061341,51,"2002-02-20",0.0085000005
"561",561,8845,192,3253,301,1657,2340,4334,912,6455,1379,6054,1240,2002,2,21,12989,0.680960812995612,0.937877614252517,0.899202320522117,52,"2002-02-21",0.0086000003
"562",562,9080,176,3431,341,1858,2257,4585,982,6578,1181,6324,1082,2002,2,22,13630,0.666177549523111,0.961386439647309,0.916172734970364,53,"2002-02-22",0.0082
"563",563,11317,219,4028,469,1854,3129,5690,1238,8315,1206,7928,1084,2002,2,25,16627,0.68063992301678,0.953457606734817,0.898839137645108,56,"2002-02-25",0.0085000005
"564",564,10866,242,4106,443,1994,2939,5299,1138,7855,1417,7586,1304,2002,2,26,16161,0.672359383701504,0.965754296626353,0.920254057868737,57,"2002-02-26",0.0082
"565",565,10159,214,3726,305,2014,2737,5126,1156,7279,1269,7020,1167,2002,2,27,15278,0.66494305537374,0.964418189311719,0.919621749408983,58,"2002-02-27",0.0088
"566",566,8531,171,3158,296,1465,2301,4275,942,6202,1136,5797,1017,2002,2,28,12608,0.676633883248731,0.934698484359884,0.895246478873239,59,"2002-02-28",0.0088999998
"567",567,11098,216,4108,313,2011,3093,5803,1091,7944,1312,7485,1175,2002,3,1,16635,0.667147580402765,0.942220543806647,0.895579268292683,60,"2002-03-01",0.0083999997
"568",568,11580,236,4393,490,2346,2896,5973,1128,8087,1496,7779,1378,2002,3,4,17462,0.663154277860497,0.961914183257079,0.921122994652406,63,"2002-03-04",0.0073000002
"569",569,8095,142,2925,253,1506,1951,4242,959,5853,1167,5487,1016,2002,3,5,11978,0.675822340958424,0.937467965146079,0.870608397600686,64,"2002-03-05",0.0081000002
"570",570,8617,180,3105,407,1574,2195,4419,933,6550,1171,6238,1048,2002,3,6,12813,0.672520096776711,0.95236641221374,0.894961571306576,65,"2002-03-06",0.0089999996
"571",571,9648,232,3554,319,1926,2513,4896,903,6717,1382,6400,1251,2002,3,7,14343,0.672662622882242,0.952806312341819,0.90520984081042,66,"2002-03-07",0.0088999998
"572",572,9362,118,3136,319,1645,2344,4845,1177,7031,1332,6513,1136,2002,3,8,13584,0.689193168433451,0.926326269378467,0.852852852852853,67,"2002-03-08",0.0065000001
"573",573,8285,147,2909,336,1571,2158,4160,990,6229,1249,5822,1093,2002,3,11,12271,0.675169097873034,0.93466045914272,0.875100080064051,70,"2002-03-11",0.0083999997
"574",574,9108,178,3154,375,1738,2296,4635,1091,6671,1229,6331,1072,2002,3,12,13467,0.676319893071954,0.949033128466497,0.872253864930838,71,"2002-03-12",0.0088
"575",575,9125,118,3167,295,1632,2393,4765,1055,6788,1288,6424,1131,2002,3,13,13425,0.679702048417132,0.946375957572186,0.878105590062112,72,"2002-03-13",0.0071999999
"576",576,9099,151,3265,317,1846,2296,4707,947,6488,1259,6156,1104,2002,3,14,13529,0.672555251681573,0.948828606658446,0.876886417791898,73,"2002-03-14",0.0066
"577",577,7955,127,3033,420,1436,2155,3786,781,5687,1173,5401,1083,2002,3,15,11738,0.677713409439427,0.949709864603482,0.923273657289003,74,"2002-03-15",0.0068999999
"578",578,7707,189,2886,345,1402,2115,3864,817,5724,1090,5509,991,2002,3,18,11618,0.663367188844896,0.962438853948288,0.909174311926605,77,"2002-03-18",0.0063
"579",579,8622,203,3050,438,1601,2181,4187,997,6131,1141,5866,1024,2002,3,19,12657,0.681204076795449,0.956777034741478,0.897458369851008,78,"2002-03-19",0.0071999999
"580",580,6609,120,2405,282,1246,1778,3127,782,4955,993,4734,894,2002,3,20,9740,0.678542094455852,0.95539858728557,0.900302114803625,79,"2002-03-20",0.0078999996
"581",581,10882,198,3711,371,2118,2868,5773,1129,7873,1361,7548,1229,2002,3,21,16168,0.673057892132608,0.958719674838054,0.903012490815577,80,"2002-03-21",0.0082
"582",582,10463,176,3551,358,1901,2727,5421,1169,7771,1564,7266,1343,2002,3,22,15303,0.683722145984447,0.935014798610218,0.858695652173913,81,"2002-03-22",0.0081000002
"583",583,9500,187,3596,348,1890,2451,4623,1023,6945,1299,6550,1144,2002,3,25,14118,0.672899844170562,0.943124550035997,0.880677444187837,84,"2002-03-25",0.0074
"584",584,8132,145,2804,274,1533,2124,4225,878,6122,1029,5759,896,2002,3,26,11983,0.678628056413252,0.940705651747795,0.870748299319728,85,"2002-03-26",0.0077
"585",585,10810,228,3848,376,2014,2798,5387,1204,7911,1345,7459,1171,2002,3,27,15855,0.681803847366761,0.942864366072557,0.870631970260223,86,"2002-03-27",0.0082999999
"586",586,9059,209,3294,373,1683,2287,4623,947,6434,1430,6143,1292,2002,3,28,13416,0.675238521168754,0.954771526266708,0.903496503496503,87,"2002-03-28",0.0083999997
"587",587,8183,153,3211,289,1590,2180,4067,783,5592,1257,5398,1172,2002,3,29,12273,0.666748146337489,0.965307582260372,0.932378679395386,88,"2002-03-29",0.0082999999
"588",588,9974,260,3801,413,2059,2435,5053,978,6788,1360,6549,1238,2002,4,1,14999,0.664977665177679,0.964790807307012,0.910294117647059,91,"2002-04-01",0.0083999997
"589",589,9708,184,3857,306,1734,2649,4840,903,6824,1300,6646,1236,2002,4,2,14473,0.670766254404754,0.973915592028136,0.950769230769231,92,"2002-04-02",0.0078999996
"590",590,12168,245,4519,515,2445,3032,6370,1235,8505,1575,8082,1435,2002,4,3,18361,0.662709002777626,0.95026455026455,0.911111111111111,93,"2002-04-03",0.0074
"591",591,11271,241,4186,319,2147,3119,5691,1174,7813,1483,7482,1361,2002,4,4,16877,0.667831960656515,0.957634711378472,0.917734322319622,94,"2002-04-04",0.0074999998
"592",592,8602,135,2957,458,1621,2270,4211,1047,6414,1151,5971,1026,2002,4,5,12699,0.677376171352075,0.930932335516059,0.891398783666377,95,"2002-04-05",0.0082999999
"593",593,10775,192,3787,323,1901,2885,5464,1167,7645,1445,7248,1285,2002,4,8,15719,0.685476175329219,0.94807063440157,0.889273356401384,98,"2002-04-08",0.0083999997
"594",594,8711,160,3456,345,1771,2263,4066,899,5975,1295,5827,1230,2002,4,9,12960,0.672145061728395,0.975230125523013,0.94980694980695,99,"2002-04-09",0.0082
"595",595,10643,237,4015,321,2006,2830,5063,996,7235,1304,7000,1223,2002,4,10,15468,0.688065683992759,0.967519004837595,0.937883435582822,100,"2002-04-10",0.0088
"596",596,10481,188,3430,338,1817,2662,5328,1276,7712,1301,7384,1161,2002,4,11,15039,0.696921337854911,0.95746887966805,0.8923904688701,101,"2002-04-11",0.0086000003
"597",597,10095,178,3902,398,1928,2670,5268,868,6888,1353,6641,1254,2002,4,12,15212,0.66362082566395,0.964140534262485,0.926829268292683,102,"2002-04-12",0.0089999996
"598",598,9751,212,3746,311,1950,2509,4768,885,6520,1569,6261,1434,2002,4,15,14381,0.678047423684027,0.960276073619632,0.91395793499044,105,"2002-04-15",0.0074999998
"599",599,10417,207,4135,418,2103,2715,5119,891,7042,1356,6859,1263,2002,4,16,15588,0.668270464459841,0.974013064470321,0.93141592920354,106,"2002-04-16",0.0073000002
"600",600,7199,176,2590,318,1397,1942,3602,775,5369,1194,5070,1066,2002,4,17,10800,0.666574074074074,0.944309927360775,0.892797319932998,107,"2002-04-17",0.0074
"601",601,14467,296,5615,620,2725,3539,7021,1412,10009,1415,9736,1310,2002,4,18,21228,0.681505558696062,0.972724547906884,0.925795053003534,108,"2002-04-18",0.0066
"602",602,10604,181,4044,505,1926,2710,5412,990,7565,1355,7265,1229,2002,4,19,15768,0.672501268391679,0.960343688037013,0.907011070110701,109,"2002-04-19",0.0073000002
"603",603,10556,223,4047,456,1983,2684,5442,970,7376,1389,7078,1278,2002,4,22,15805,0.667889908256881,0.959598698481562,0.920086393088553,112,"2002-04-22",0.0083999997
"604",604,8431,212,3185,354,1616,2243,4037,780,5895,1265,5644,1160,2002,4,23,12427,0.67844210187495,0.957421543681086,0.91699604743083,113,"2002-04-23",0.0085000005
"605",605,9445,201,3630,300,1867,2371,4686,882,6629,1310,6312,1186,2002,4,24,13937,0.677692473272584,0.952179815960175,0.905343511450382,114,"2002-04-24",0.0080000004
"606",606,10439,156,3836,439,2020,2712,5056,1157,7474,1279,7095,1136,2002,4,25,15376,0.678915192507804,0.949290875033449,0.888193901485536,115,"2002-04-25",0.0088
"607",607,10203,203,3836,380,2030,2666,4959,972,7098,1235,6885,1153,2002,4,26,15046,0.67812043067925,0.969991546914624,0.933603238866397,116,"2002-04-26",0.0082
"608",608,10517,165,3596,338,2089,2822,5326,1242,7592,1325,7342,1212,2002,4,29,15578,0.675118757221723,0.967070600632244,0.914716981132075,119,"2002-04-29",0.0083999997
"609",609,9519,177,3566,507,1727,2492,4537,1099,7298,1170,6903,1039,2002,4,30,14105,0.674867068415456,0.945875582351329,0.888034188034188,120,"2002-04-30",0.0074
"610",610,10693,230,4173,525,1949,2698,5489,912,7301,1389,7048,1278,2002,5,1,15976,0.669316474712068,0.965347212710588,0.920086393088553,121,"2002-05-01",0.0074999998
"611",611,8061,115,2653,292,1350,2065,4355,996,6200,1160,5772,1008,2002,5,2,11826,0.681633688483004,0.930967741935484,0.868965517241379,122,"2002-05-02",0.0078999996
"612",612,8253,132,3027,470,1500,2142,4184,1014,6088,1232,5688,1111,2002,5,3,12469,0.661881466035769,0.934296977660972,0.901785714285714,123,"2002-05-03",0.0081000002
"613",613,9224,155,3308,326,1655,2339,4776,1015,6645,1346,6311,1214,2002,5,6,13574,0.679534404007662,0.949736644093303,0.901931649331352,126,"2002-05-06",0.0085000005
"614",614,10727,204,4142,442,1999,2645,5396,1037,7555,1316,7256,1203,2002,5,7,15865,0.676142451938229,0.960423560555923,0.914133738601824,127,"2002-05-07",0.0080000004
"615",615,7289,150,2596,235,1306,1785,3732,850,5223,1147,4988,1023,2002,5,8,10654,0.684156185470246,0.955006701129619,0.891891891891892,128,"2002-05-08",0.0078999996
"616",616,10716,223,3934,327,2058,2823,5426,1061,7406,1459,7186,1353,2002,5,9,15852,0.676003028009084,0.970294355927626,0.927347498286498,129,"2002-05-09",0.0082
"617",617,8583,170,2959,368,1482,2254,4404,1015,6650,1215,6250,1059,2002,5,10,12652,0.678390768257983,0.93984962406015,0.871604938271605,130,"2002-05-10",0.0078999996
"618",618,10009,146,3427,395,1655,2677,4861,1289,7642,1300,7154,1117,2002,5,13,14450,0.692664359861592,0.93614237110704,0.859230769230769,133,"2002-05-13",0.0082999999
"619",619,8756,147,3185,323,1606,2378,4450,883,6205,1261,6007,1190,2002,5,14,12972,0.674992291088498,0.96809024979855,0.943695479777954,134,"2002-05-14",0.0082
"620",620,11176,187,3785,426,1914,2927,5307,1235,8077,1410,7785,1289,2002,5,15,15781,0.708193397123123,0.96384796335273,0.914184397163121,135,"2002-05-15",0.0082
"621",621,8863,188,3243,296,1624,2389,4432,930,6238,1278,5959,1178,2002,5,16,13102,0.67646160891467,0.955274126322539,0.921752738654147,136,"2002-05-16",0.0082999999
"622",622,6205,100,2146,170,1134,1660,3129,736,4707,940,4384,813,2002,5,17,9075,0.683746556473829,0.931378797535585,0.864893617021277,137,"2002-05-17",0.0083999997
"623",623,8561,165,3217,444,1518,2239,4343,822,6216,1199,5914,1110,2002,5,20,12748,0.671556322560402,0.951415701415701,0.925771476230192,140,"2002-05-20",0.0088999998
"624",624,11277,210,3839,482,1985,2915,5681,1421,8298,1319,7836,1173,2002,5,21,16533,0.682090364725095,0.944323933477947,0.889310083396513,141,"2002-05-21",0.0082
"625",625,10613,184,4196,358,1988,2758,5402,996,7093,1441,6887,1345,2002,5,22,15882,0.668240775720942,0.970957281827154,0.933379597501735,142,"2002-05-22",0.0077999998
"626",626,4948,71,1771,178,962,1295,2415,588,3775,855,3514,757,2002,5,23,7280,0.67967032967033,0.930860927152318,0.885380116959064,143,"2002-05-23",0.0082
"627",627,10332,198,3790,329,1867,2806,5083,1115,7428,1449,7100,1313,2002,5,24,15188,0.680273900447722,0.955842757135164,0.906142167011732,144,"2002-05-24",0.0088
"628",628,9321,142,3107,442,1544,2418,4799,1138,6749,1268,6293,1118,2002,5,27,13590,0.685871964679912,0.932434434731071,0.881703470031546,147,"2002-05-27",0.0085000005
"629",629,9415,155,3745,377,1780,2444,4533,925,6481,1350,6235,1243,2002,5,28,13959,0.674475248943334,0.962042894615029,0.920740740740741,148,"2002-05-28",0.0089999996
"630",630,7494,140,2491,383,1386,1949,3757,997,5766,1102,5306,906,2002,5,29,11103,0.674952715482302,0.920221990981616,0.822141560798548,149,"2002-05-29",0.0093
"631",631,12166,239,4650,441,2574,3051,5886,1198,8453,1434,7963,1267,2002,5,30,18039,0.674427629025999,0.942032414527387,0.883542538354254,150,"2002-05-30",0.0094999997
"632",632,9874,229,3854,266,1946,2580,5036,870,6538,1338,6336,1250,2002,5,31,14781,0.668019755090995,0.969103701437749,0.93423019431988,151,"2002-05-31",0.0094999997
"633",633,9808,219,3914,341,1855,2507,4946,925,6920,1428,6615,1313,2002,6,3,14707,0.666893316107976,0.955924855491329,0.919467787114846,154,"2002-06-03",0.0086000003
"634",634,10489,208,3910,351,1895,2853,5429,1013,7382,1371,7162,1282,2002,6,4,15659,0.669838431572897,0.970197778379843,0.935083880379285,155,"2002-06-04",0.0091000004
"635",635,9609,163,3508,362,1682,2569,4819,920,6878,1361,6484,1220,2002,6,5,14023,0.685231405548028,0.942715905786566,0.896399706098457,156,"2002-06-05",0.0093
